student_star,comments
1,DID NOT LIKE her section of the class. Her portions of the tests were much harder and she does not upload feedback for assignments as the other instructor for this class did. Overall a very poor quality teacher!
4,Interesting class with great examples of what we are doing to the environment. The stories are great. Challenging but doable. I would highly recommend this course to anybody interested in the saving the world.
1,"This Professor is you advisor (unfortunately) for env. majors and she is no exception in the ""I am useless"" bandwagon. Thats right  her lectures and exams are total different ball games  so dont expect anything better by attending her class regularly. She is a plain ""I dont make sense"" professor. Avoid her. NIU has the worst geology dept."
1,Do not let this smiley faces fool you  this teacher is your advisor in Geol env-geo science major  and she is not exception in the bandwagon of horrible teachers. Her powepoint notes and exams are completely different story. Do yourself a favor  DO NOT TAKE GEOL AT NIU  THIS TEACHER WILL MAKE U FEEL SORRY
5,that was 1 easy class  and she is definitely a fun person and a good teacher - perhaps not perfectly organized... It would have been even more fun if the majority of the class hadn't been such idiots not paying attention  not doing homework or reading the book and then whining about their grade! this is college and it's time to grow up!
3,kinda boring class...her lectures are pretty dry and uninteresting. her tests are harder than they should be...somewhat easy to get a B...hard to get an A. not one of the better professors at NIU.
3.5,i think she may have changed her course bc u need the book now to do some of her hw. class isn't easy A and you HAVE to go to get the notes and attendance points. shes an ok teacher but subject is really boring and dry. tests are kinda hard...probably an easy B but def not A unless you know this subject well.
5,Really easy class- I got a 97 overall. Don't even buy the book. I never opened it. Make sure u go to class cuz u get quizzes and homework assignments that r not on blackboard. Those really enhance your grade. Easy class and she is a good  fun teacher.
5,easy class if you go to classes. tests not too bad
5,excellent professor. DONT buy the book  you will never open it. powerpoints on blackboard  show up to class and you will for sure get at least a b. she really knows her stuff and is very enthusiastic about it.
5,Class is easy  usually relatively easy  and ALWAYS ends early. Tests are not bad  just show to class and you will cruise. She is also a nice woman who really knows her subjects. You for sure do NOT need to buy the book.
3,i dont like her as a professor. she favors students within the environmental facet of geology over the rest of us. you never get any tests or assignments back and are never given a rheubric to begin with. her powerpoints are boring and the required book is useless. i hated her half of 330.
5,Has really great enthusiasm. Isn't boring  and relates topics to your own lives. Is always willing to help... The tests are pretty easy  and a lot of quizzes deal with just showing up to class. She also offers like 25 points of extra credit...which isn't really needed for people who show up.
5,It's obvious that Ian cares for his students & wants them to learn real world techniques that might save their lives someday. I'm much more confident in my ability to protect myself since taking this course. This was one of the very best classes I've taken as a college student. I highly recommend this course & this professor to everyone!
5,Mr. Kinder is an amazing teacher that cares about his students. This is not an easy A class and you will have to work to acheieve an A. I recommend Ian and his class to anyone looking to take a self defense class. FYI this is a very physical class so be prepared to sweat.
1,Worst teacher in the entire planet. You will not learn anything about self defense. He will keep pushing his business on students and will gladly fail you for no reason at all. This teacher will be more than happy to kill your GPA. If you come late once   he will close the door on you then it is an automatic C. Worst Worst teacher ever.
5,AMAZING! Best class I have taken at OCC. Mr. Kinder is helpful and wants to teach you how to protect yourself! I have learned so much  and had to use it once and it saved me from getting hurt. The class is fun and filled which physical activity. Attend class and practice the moves and you will pass. Good Luck!
5,Great class  amazing teacher. Loved it!
5,Ian Kinder is a great professor! His teaching methods are accurate and helps you in the long run. This class will prepare you to defend yourself in various ways. You will have fun in this class for sure!
1,You get yelled at if you don't follow his order. He's suppose to help you  not make you feel little. It's self defense not a military class. All I can say is don't take it with him.
4.5,Best class I've taken at OCC. If you want to a great workout and the opportunity to learn to defend yourself  this is the class for you. I've learned so much and my confidence has grown by leaps and bounds. Ian has great leadership skills. He's confident  precise  tough as nails  yet provides awesome instruction so that you can truly learn Self Def
4,I loved this class. I really learned a lot. I recommend this class to others. It helped me overcome a lot of hears I had. He explains things well. I hope to take additional classes with him too.
1.5,All I can say is Don't take this class. If you want to learn self defense go to a real school not some 8 week class where you are going to be abused physically and verbally. Oh and the teacher expects you to do his job and teach your peers. Not work with them but teach them. If you don't do that you get yelled at.
3.5,He takes his job and class seriously so he doesn't joke or waste time. For the final you literally get attacked by him (tackled  slapped  hair pulled  choked)But he really wants to prepare you and make you use the skills he taught you. Take it if you really want to learn to defend yourself but don't expect this to be an easy 1 credit class!!
3.5,Good teacher  yet intimidating. Don't miss any classes and you'll be good!
5,This was one of the best classes I've ever taken. Ian was very knowledgeable. The material that I learned could one day save my life. I think Ian is great teacher and I can't wait to take other classes with his school  Live Safe Academy.
5,I took Ian's self defense class about 3 years ago. I ended up taking his class a second time in additon to his CPL class. Ian is still a good friend today and a man that I am proud to have in my corner.
5,I absolutely loved the self defense class with mr.Ian.He is an amazing instructor and you learn valuable things in his class.
4,Great teacher. Expect to pay attention because he is really dedicated to teaching self defense so if you seem like you don?t want to be there he?ll notice. I think we had one test. Very hands on class. you'll never be sitting down
5,He is a very kind and hardworking teacher. He is very clear in his teaching and extremly helpful. As long as you follow the rules and work hard you will recieve an A in the class. His self defense class is very fun and is great exercize as well.
4.5,Good class! I'm a lazy person and that final exam really worked me out wew!
4.5,Mr. Kinder may come off as serious but I believe he wants you to be serious about your training and skills you learn. He is very knowledgable and I loved the class. So worth it for the cost!! Everyone should take self-defense. I would take it second time.
5,Took the self-defense class. Just gotta say: WOW! I never would have expected something this rigorous and thorough from OCC. Completely awesome course and teacher. The final: you use what you've learned to defend yourself against an 'attacker'! (or you can write a paper if you're scared like I was  lol) Definitely came out with knowledge!
5,Good guy and good teacher. Have to attend to pass. Some stupid rules he has but isn't that big of a deal. Don't necessarily have to pay attention  but have to read the book and do problems in workbook. Tests are very straight forward  some questions directly out of the work book. Very easy A.
5,awesome!! made lectures interesting and fun.. always got out of class early and offers lots of extra credit
1,Text for Stress Mgmt class unnecessary & waste of money  all covered in class. Dont see why the book is required. Spouting personal opinions & insulting medical documents is unprofessional. Makes inappropriate comments  creates uncomfortable environment. students arent allowed to leave class for bathroom  wont be allowed re entry...?
5,Show up for class do all your assignments and any extra credit that is offered. Make sure you study the power point presentation and the word definitions that are listed in the chapters. If you do those steps you will pass the class with no problem. Make sure you are on time for class. Once the door is close we will not be allowed in the class
5,By far one of my favorite professors. He can be a little strict with guidelines and rules but he is always willing to help  great at keeping the class attention  and teaches well. You can see that he loves what he does but he also takes it seriously.
5,Professor Martin really enjoys the subject of stress management. The techniques he taught in class really work and can help  they helped me a lot during Finals week. Do the extra credit and online homework nd study and you'll get an easy A.
5,He is the best Proffessor
1,This is the only class that was difficult for me to get through. He teaches well  but he has very strict rules and regulations. He also can be very rude and mean  anger like. He is not understanding  if you have a crisis  funeral  children etc he does not care. No homework  and test based course only. Hard to bring your grade up.
5,Bruce was wonderful. Not only did he teach me tons about meditation  stress management and prevention  he offered a wealth of other knowledge as well.
1,I didn't realize the course would include a mandatory MLM presentation by a snake oil salesman for a product based on inaccurate nutrition information from a veterinarian. He pitches his other classes all the time and tries to bribe you to take them by offering extra credit in this course. He treats adults like children  and don't be late!
2,Class is relatively easy  the book helps but its not needed. As for the professor  he's a hit or miss. If you're late 10 minutes to class you'll only receive some credit for attendance. You're graded on 5 tests  online homework assignments and attendance. The tests are only 25 questions each but worth 100 points each. He can be very unprofessional.
5,Amazing bowling instructor! I wasn't a good bowler & I made so many gutters  until I took Professor Martin. I never scored 3 digits my entire life  until I took his class. Now  I rarely hit the gutter. Spares & Strikes are easier to achieve because of him. You'll learn to keep score & he gives you the answers to the final exam on the first day :-)
1.5,Sorta Feel like his main goal is too make me fail  but he tricks you because he has a great personality but doesn't leave enough time to take notes.
5,i have had him for 2 classes now. He is great. Pay attention in his classes and show up since he gives points for attendence. I got a 4.0 both times ive taken him. Love him!
4,Great teacher.. Just listen and do your work
4,Mr. Martin is very passionate about his career and it shows. He does offer extra credit which is very helpful. During the semester  you take 5 tests and he drops the lowest grade. Very nice man  and I do recommend him  but please take it serious  he is there for you.
5,Loved his class! I just finished his class but I would take it all over. Very nice cool guy. Pretty easy class I recommend it!
5,Nice guy. You must attend every class bc there's always something relevant to learn each day. Need the textbook (I only used the workbook for the review or the final). 5 exams  1 practical (group) exam  lowest grade is dropped (can't drop the final). Lectures are boring. Lots of hands-on stuff. Lots of classmate interactions. Good class take!
5,LOVED this class! I recommend it to EVERYONE with this prof! He teaches things beyond the textbook and has helped me with life skills.
4,Easy. Seems like he always had some idea of making money off of us students. which i didnt appreciate. Easy class though. just show up on time  and take notes.
1,avoid his class under all circumstances.
2,If you will take his class it will be your nightmare semester. Course is very good to study but he studies like we have done Ph.D. and know all things. Lectures are sleepy. Homework is very tough as well exams. Don't take his class otherwise ready to ruin your semester and grades.
1,Avoid his class at any cost. He failed half of the class. Lectures are sleep provoking. Exams are tough. He doesn't care about his students. He assumes everybody has excellent knowledge in the subject. JUST DONT TAKE HIS CLASS.
3,Donxc3x82xc2xb4t take class woth him if you can. Is very hard  he tries to be very helpful but the examn is not like the homework so is hard.
4,Overall  I think he is a good professor and I would take him again. He tried to help people understand and would give bonus points on test to help keep average up. He was vague on how he was grading was going to be in the end. Most people did bad on project.
2.5,Failed a quarter of his class.
1,If you are a mechanical student- he is hard. If you are a different engineering taking it as a tech elective- don't. Very confusing  and does not explain things thoroughly at all. Book and he assumes extensive prior knowledge in mechanical engineering. He seemed liek he knew his stuff very well-but doesn't explain anything well enough
5,Very patient  will re-explain himself until he is sure you understand what he is trying to teach.
4,This guy's crazy classroom antics and enthusiasm for the subject by themselves make any class with him worth taking. He knows his stuff about mechanisms. He absolutely loves teaching this subject and it shows. He's also really lenient on homework grading. He can throw some curveballs on tests.
4.5,No Comments
1,The organization of her class is very hard to understand. She's a tough grader. The organization on her blackboard is tough to understand so make sure to double check everything to not miss an assignment. If you miss an assignment your grade will suffer badly. If you can avoid her class don't take her.
3.5,Dr. Iftode is great! If you ever need help she is more than willing to assist you. The assignments can get a little tough  but you'll certainly learn a lot from her if you're interested in the material!
3.5,I really liked professor Iftode. At first I was on the fence about her  but as time went on  she really grew on me. The class is a little challenging  but if you ask her questions  she will always talk you through your confusion. She's really sweet and a fairly easy grader. Participation definitely makes a difference too.
2.5,Good professor. Not very clear with what she wants so you may need to ask a few times to get the answer. Lots of papers  so you better like to write. You need to set aside at least an hour a night to get an A. It's possible  but tough.
1.5,I didn't take her for a class but I did attempt to be a part of her research. Had a meeting with her and she was completely rude. My freshman year I got a C in calc while working two jobs and being a full-time bio major. She wouldn't let the C go. I even told her I would quit my jobs to be more available  nothing. Wasted 45 mins in her office.
3,She is a terrible lecturer  but an easy grader. Read the textbook and do the practice problems she gives you before the exams. She is very understanding and will move dates around if you really need her to. She is a really nice lady and is always willing to help.
3,As long as you participate in class and ask lots of questions  you will do fine. I paid attention during class  followed instructions with regards to writing lab reports and asked a lot of questions and I got a solid A.
3.5,Okay so far I see that people are really harsh with comments. But to be honest  she isn't that bad. She doesn't do a good job at explaining  how ever she doesn't pile on the work and her test aren't impossible. Just read the textbook and she emphasizes doing end of chap questions which helped me. My biggest pet peeve was her blackboard.
1,Without the textbook i would have learned nothing. She does't teach you  she expects you to look everything up. She is a sweet lady  but not a good teacher at all. If you take her  use the textbook to study for tests...not the notes in class...i stopped taking notes cause they're worthless
2,This professor is very knowledgeable and if you pay attention and have a strong previous knowledge of biology and genetics the tests will be easy. Take good notes  pay close attention even if shes boring  you will be fine. Never once did I open the book though I'm sure that is a useful tool. Pay attention her class schedule is your best friend
3,Learned more from dog****.
1,Worst professor I ever had. She clearly needs to re-think her teaching methods  but she wont  because she is stubborn. Iftode  if you are reading this  consider your rating compared to other professors on this site  and re-think your teaching methods  because they don't work.
2,Not helpful. Tough grader on papers. Tests are impossible. Doesn't test your knowlede  if your good at bs-ing you will do decent on exams. If you contest her  she will put you down. Her best friend and your worst nightmare is blackboard.
1,Absolutely horrible professor and experience.
1,I don't recommend her to anyone. She isn't helpful at all when you have questions. Plus  she is very hard to understand.
1,Expects you to know material just because she posted it on Blackboard. Her teaching style consists of rambling in front of the class in a manor that is too difficult to take notes. She provides no review whatsoever for tests. She expects you to magically know what she wants. You will be forced to learn all material yourself. Tests are impossible.
1,"she missed half of the semester and expected us to continue on like nothing happened. no one  not even our subs knew what was going on and when you ask questions she tells you to ""check blackboard"" even if the question you cant be answered over the computer  its probably because she cant explain it to you. her blackboard is soooooooooo unorganized."
1.5,"Missed a large portion of our class  wouldn't be bad but didn't notify us twice and the other times had different substitutes. expected us to continue work (incl. labs) without missing a beat  and frequently told us ""just check blackboard"" when we'd ask her about assignments. Everything I learned from her I could have learned by reading wikipedia."
2,Iftode is a good teacher as long as you have some sort of background in genetics. If you have a solid background  I would recommend taking this class. If not  go elsewhere. Her blackboard is confusing and due dates are never really clear. She is really nice and when you ask her for help she is very helpful.
1,She's a nice lady and all  but seriously cannot teach for anything. She is bad at clarifying things  her blackboard is all jumbled up and confusing  and does not tell you what is due until the day of. if you want to be stressed out confused and bored  definitely take her class. I advise not taking the class.
5,Truley one of the best if not the best professor I've ever had. He's absolutely brilliant. No matter what he's teaching you  he will find a way to relate it to your every day life so that it makes sense. I recommend him to everyone.
5,Professor Patierno is easily one of the best professors I've ever had. He's helpful  kind  polite  and extremely knowledgeable. All of his tests are made up directly from his notes  so as long as you show up to class every day and study your notes  you'll get an A. I highly recommend taking one of his classes -- you'll have fun and learn a lot.
5,I had him my first year of college and he made it SO interesting. He is honestly a GREAT professor. He gives notes examples and answers your question no matter how dumb it may be. He gives 2 types of test. A vocab and notes and he drops the lowest test grade. Read the texbook and thats it. easy. i'd take his again if i could.
5,THE BEST PROFESSOR YOU WILL EVER HAVE IN EVERY WAY!!!! JUST DO ALL ASSIGNMENTS AND STUDY THE NOTES HE GIVES YOU FOR HIS MULTIPLE TESTS AND YOU WILL GET AN A.
5,This professor really knows how to conduct a online class! He is a AWSEOME professor who makes the subject very fun.
4.5,great professor  he gives all your work in advance  all his work is clear. only bad thing is he does not respond to emails and the exams are extremely confusing and hard.
5,Professor Patierno is an excellent teacher. He's incredibly kind and he teaches straightforward but interesting lectures. My advice to you is to make a friend in the class that takes good notes that you can photocopy  this way you can relax and soak up all the fascinating anthropological goodness....and yes  everything is multiple choice.
4,Very good teacher. He is very generous to those who took notes and studied the material. In my class  the lowest 'class average' was like 86.
5,He is a good professor. Just take notes  study the guides he gives and you will be fine.
5,ONE OF THE BEST PROFESSORS HERE @ BCC. Very nice man as well. He knows his stuff and makes it very interesting. He gives you pages to read(optional)but tests are MAINLY from his notes. Just Listen  Follow his Exam Guides  and Your notes and you'll do fine. Fair amount of Notes but as long as you have em  this class is a breeze.
4,You will learn alot from this man. Take his class. It will all be worth it. Barely any work. A few quizes and only 4 exams. The lowest exam grade is dropped. Over all he is awesome and cute!
5,he is so sweet and helpful. one of the best prof at bergen! he really cares about his students. not alot of work but study for tests.
5,I took this professor for an online class and it's quite simple if you are motivated. Log on twice a week to check when things are due and you'll do fine. Tests are simple and multiple choice
1,very boring teacher  tests are ok but you have to study a lot
5,Brilliant  sweet  helpful. Wants you to succeed and does everything in his power to make sure you do! awesome guy
5,Professor Patierno is very nice and easy to understand. Class is very easy & not a lot of work. As long as you participate in discussions & study his notes (not the textbook)  you'll get a good grade. There are 4 tests  but he drops the lowest grade & as I said  as long as you study his notes  you'll ace the tests.
5,No Comments
5,I loved this class and I didn't know what sociology was at first. You'll get into it and can speak your mind.
4.5,Great Teacher...loved the class...tests are easy but exams are killerrrr
5,A very subtle and humble man. You can just tell he has so much wisdom and perspective by the way that he approaches life. His class is fun  educational  and even therapeutic in some level
5,"Madison is awesome with a capital ""A"". At first she does appear snobby and she seems intimidating  but she isn't at all. Those are just first impressions. She is just a genius adn knows everything about Edith Wharton & Fitzgerald--it's scary & impressive. Her class is fun  you learn a lot  and she's the most helpful prof I've ever had."
1,No Comments
5,"Madison is very helpful and very clear. This can be witnessed by her following of students who take all of her classe. Class is like a ""book club"" with very informal discussions. She comes across as hard-nosed  though she is not that harsh. She expects quality work  but prepares you thoroughly for all exams. Comes across a bit snobby at times."
4,a very good teacher.. she does sort of appear snobby but u have to get over that false assumption.. she tells you basically the fundamentals of writing an excellent paper
5,i think madison is a good teacher. she tries to make you think that she's hard  but if you take her class you'll find that if you do what you're supposed to  you will make an 'A'! the class is not hard at all.
5,Madison is great. Her lit class is so fun. She can go off on tangents at time about Jay Gatsby but she makes you appreciate the novel even if you don't like it. she respects your opinions if you prove them and is very funny. I'd highly recommend this her
5,Pay no attention to the comments below. The idiots that wrote them obviously can't do the work she assigns and are lazy. Madison is the most outstanding professor I've ever had. She teaches very clear  lets you know what's expected and is awesome.
1,Madison is the most unprofessional instructor I have had in college. She is obviously more worried about people's opinions of her that she is about teaching students. She's not a bad person  but she makes it imposible to respect her.
1,"As far as professionalism is concerned  there is a real lack therof and needs reasessment  don't believe she is worth the time in class and am seriously dissatisfied with the overall turnout. Sorry  but this teacher gets an ""f"". Goodbye."
1,She is so insecure about herself  its sad. Shes immature. She likes to talk down to students to make herself feel good. She has issues.
1,No Comments
5,No Comments
5,Madison is a great professor! She lets you know what she expects out of you  and plays no games. If you take her you will learn! English isn't so bad anymore after taking her class. Thanks Madison
1,I think that Madison is a very neat teacher.I also think that her teacher style is very original. The most intresting thing that I notice about her style of teaching is when she's making a point. I never get lost because she stays writing on the board.
5,she is very helpful and understanding of your problems. if u need so help on the side she will help u with all that she can.
4.5,madison is alot of fun but she wont pass me in comp one
5,easy to understand and always willing to help
5,very good teacher
5,She is an awesome teacher. She is not easy and makes you work but  she is fair and lets you know what is expected of you at all times. She made a boring subject fun and hopefully i wil be able to take another class from her in the future.
5,Madison is a great teacher. I would recommend her to anyone who was looking for a teacher who made english easy to understand.
5,Super sweet  laid-back professor. Is willing to meet with you outside of class if you missed the material one day and explain anything you don't understand. Also answers emails relatively quickly. He really cares about the students and wants you to succeed in post-grad life.
2,Lectures are very boring/useless. I just read the book. Doesn't know the answers to his own questions. Assigned us a whole project (that was not in the syllabus) 2 days before the first part of it was due. Very vague in what he expects of you and if you ask questions he just rephrases them and makes you feel dumb for asking in the first place.
4,3 Tests  no attendance. Very chill guy and you can tell he really knows what he is talking about. Lectures can be boring. Get the book and study his powerpoints and you can easily can a B or A. Best teacher if you have to take this class.
2.5,He isnt very structured which makes it hard to write notes. There are no powerpoints. a lot of pointless examples? He tries to make jokes that arent funny. I'd prefer someone else. There are example test questions which are very helpful but the in-class questions do not have answers unless you get them when you go to class.
1,Useless professor actually liked marketing until this class. Try and avoid unless you like being bored to death.
3.5,Attendance is not mandatory  but going to class will help for exams. 3 Exams. Read the book & take notes on what he says.
5,He is a really cool guy and will help you out if you need anything. He has five exams but if you miss any you can take the exam on a make up day for any reason. In class its good to go but not mandatory  he gives really good examples. Mainly read the book for the exams and you will do fine!
4.5,HE IS REALLY NICE AND EASY! TAKE HIM IF YOU CAN!
5,He's great!
4,I liked his class because he gives a lot of examples. He doesn't take attendance  but going to class will definetly help you pass the tests! He uses slides & they are available for you to print  very helpful when you study! We had 5 tests so gives you a better chace for a good grade. I didn't think it was boring material  I would take him again!
4.5,Professor was very knowledgeable in the field. Does good reviews for tests. No attendance policy. Just print out slides and study. Pulls questions for the test out of slides. I would definately reccommend. Bad reviews below are for his 5000 level classes.
4.5,i agree with the last two ratings. This teacher is very nice and modest. He gives you all the information needed to pass the class. Powerpoint slides are all you need to pass the class. I have no idea where those other ratings came from  but don't pay attention to them.
4,He makes the class very easy  gives lots of hands on examples. Can get an A on the tests just by studying the lecture notes for 1-2 hours. Very nice guy!
5,One of the nicest professors you'll ever take. He's totally getting an unfair shake by other raters. Extremely knowledgeable and doesn't rely on prepackaged notes (doesn't read the book to you). Higly recommended
1,this guy is can take a simple concept and make it confusing. terrible prof.
1,No Comments
1,One of the worst teachers I've ever had... he's belittling  vague and randomly grades assignments.. I learned next to nothing
1,No Comments
3,What's the point of paying a guy to tell us what to read in the book and then ask us what was in it? That's not education that's plagiate training.
1,This guy is completely incompetent. Do not take any courses with him.
4,No Comments
3.5,Likes absolute control.
4.5,Wish more teachers were like this one.
4,Really  really funny guy. I was interested in almost all his lectures. Very knowledgable. Lots of homework and quizzes  but they're easy grade boosters. Loved this class.
2.5,Funny guy but his class is boring. He even confuses his self at time but he is very approachable and always willing to go out of his way to help you. He wants everybody to do well in his class which is a genuine quality in a professor
2,boring and doesnt really put effort into his teaching... very unprofessional  falls asleep himself a lot. he's easy  but if you actually are interested and want to learn then you will be dissapointed.
5,professor halfman is a great teacher who has a lot of enthusiasm for the class  works hard for those who actually care about the course  is funny  and the coolest teacher at HWS :-D
3,He's a nice enough guy  but he doesn't seem very smart at all. Very tough grader-takes off different points for different people...boring class. I do not recommend him.
5,One of the better teachers in the school. Very willing to help and can explain things in different ways. Large amount of busy work  but tests are basically given from past tests which he posts. Also very funny and acts like just one of the guys.
2,Great guy but doesnt teach you how to do the homework at all and is a very strict grader. stay away!
5,HE IS AWESOME- i love halfman because he is just a nice guy that will answer any question you have and never make you feel dumb- he is great- take any class of his!
5,No Comments
4,he's such a great guy. so willing to help.r i hate science  and i still loved his class.
5,No Comments
4,he is a really funny person  i think that everyone should take a class with him. he posts everything on blackboard! rocks for jocks cant get easier than this
3,I believe that ball belongs to Mr. Gilmore...
5,Cares about students. Easy class. Yes  but she took it way too seriously. This course is unnecessary for anyone with work experience. The whole ordeal felt overly perky and forced.
5,SHe's a great person... really cares about the students.
5,Really cares about her students  very reasonable person.
5,Really awesome person. Cares alot about every one in class.
5,One of the best people you'll meet at FSU.
4.5,Really easy class...
1,No Comments
4.5,Cares tremendously about students and it shows. Class was not my favorite but was informative and helpful.
1,No Comments
2,No Comments
1.5,Took a silly course way too seriously
1,No Comments
5,This is the only class I ever took at 7 a.m. and she made it worth it. She's a good teacher and unbeleivably hot.
5,Most BEAUTIFUL professor ever! I guarantee I miss her more than anyone. Summer is so smart  down to earth  smokin hot  and really funny too. All of her lectures were great but the one on CMC and WBTs were my favorite. I hope I see her again on campus but her modeling career has taken off!!!
5,This was a cool easy class. Summer always tried to make it fun. Sometimes it worked (actually  just looking at her is fun). Great teacher  nice cool beautiful.
5,She is a great teacher. The tests are a little hard but I loved her!
4,Good teacher! Very nice! I enjoyed it alot but if u don't do the reading then u'll fail the mid term and final because she won't teach it to u in class.
4.5,"This class isn't hard at all but Carnet is not one of those TA's who gives everyone an automatic ""A"" on everything either. Do the work=B. Plus xtra credit=A. Overall a good teacher  very understanding and cool and looks like a SI swimsuit model chick (which helps when the class is boring)"
4,Truley an ideal teacher! Really laid-back  funny  and super nice! But be prepared to write cuz thats what the class if based on...just 5 write-ups of your choice out of 10 & a final paper on a book you read. Pretty simple. I definately reccomend him...if you don't mind writing a little.
4.5,Cool prof. She has a lot of energy and is very enthusiastic. Interesting  real layed back  and a fairly easy grader. and let's face it  she is H-O-T.
5,She is the best  super supportive and sweet and will do anything to help you! I highly recommend her!
5,No Comments
4.5,If I can ace a 7AM MWF class  then she's doing something right! (and it take more than her beauty to get me up that early) Just show interest in working on your verbal skills and put a little bit of effort into research and you'll be fine.
5,Awesome. I actually enjoyed going to class. I'll miss her!
5,MY FAVORITE PROF THIS SEMESTER.AND NOT JUST CUZ SHE'S BEAUTIFUL.(BY THE WAY THOUGH-SHE IS.)SHE'S VERY LAIDBACK AND EXTREMELY NICE-REALLY WANTS U TO FEEL COMFORTABLE WITH SPEECHES.GREAT SENSE OF HUMOR.(I WANNA MAKE OUT WITH HER.)
5,great teacher  she makes the class worthwhile. funnny  and easy to relate with. plus really hot!
3.5,She is pretty easy. She cancels class a lot and usually lets you out early. The material is pretty bad  but only because it is so boring. Overall  it was an easy class. Just a lot of busy work.
5,I have her now and she's a GREAT teacher. VERY helpful. Nice and seems to genuinley care about students. :-)
4.5,extremely easy course although she is sooooo boring. She teaches communications yet she has an annoying  monotone voice!
5,She is AWESOME. She is the best teacher for this class. Always willing to help and is very laid back. Take her if you can!!!!
4,"The good: the weekly readings. Topics varied among articles  chapters out of books (good stories)  and interpreting rap cyphers. Keeping the topics engaging is important because like I said  they're weekly. 3 papers  sometimes he'd say he told us something that I didn't recall him saying. ""I told you guys a million times do this and that"" When? Lol"
3,Peter  Peter  Peter. Good class  but thats about it. very straight forward and if you aren't going to do the work don't bother with the class. He expects you to know everything and if you don't its your own fault. He's cool until you do something wrong  then you get slammed for it and spoken down to like your an idiot.
5,I took Peter Conti for both ENG111 and 151. This is a hybrid class  you only meet in class about 6 times for the whole semester. He is a tough grader and expects a lot from his students. He takes no excuses and if you don't do your work don't expect to pass. but he is a great professor overall I really did learn a lot from him.
1,This class was the main stress of the semester I hated it!! He thinks because he knows the subject everyone else does ! He makes you feel so stupid! He doesn't give good instructions! I worked my ass off and stressed more than I should have. Honestly take another professor spare yourself the trouble .
2,Do yourself a favor and take a different Professor. He is anything but encouraging and a tough grader. Make sure you know MLA perfectly and be able to follow his terrible directions perfectly. I was so stressed the whole semester I had him. AVOID!!!!
5,Great professor! Be prepared to do the work but the work is easy if you apply yourself. Deadlines matter but he gives enough time to complete it. Assignments are based on current events so it easily keeps interest!
5,I took him for a hybrid class and at first I honestly thought that I was going to regret it because he seemed tough. After the first few assignments and in class lectures  I was really liking the class and him as a professor. He is a super cool guy. He loves to focus on music and artists that he likes. The topic papers are different and interesting
2,He lives all the way in California and travels to Ny to teach. He is a cool guy but not the best professor. I took his hybrid class because I had no other choice and instantly regret it. It's hard to keep up with his scattered online notifications. He does not give any feedback yet singles students out in the classroom. Doesn't show up to class
5,"Welp  I had this guy for tutor and surprisingly the words ""Never judge a book by its cover"" comes to mind. Although the tattoos and and mean face may deter you from talking to him  he is actually one of the rare individuals who will talk to students as equals and also JOKES around. Took him in Mr Li's  and Peter if you're reading this. HOLD IT  PJ"
3,Really not bad a bad professor. He makes you work for it that's for sure. But he teaches students about controversial topics that are interesting to write about. The papers were cool to write about also. Just make sure to do all the online work  readings and follow the instructions for your papers and you'll do fine
3.5,He's cool and easy  but beware he likes to bash students. He will say your business in front of everyone. Assignments are pretty easy. Make sure you do his online work and your fine. He grades on how much effort you put in. In class work is nothing. He will kick you out if you miss online work sooooo
5,I took his online class  which was not easy. There was a lot of reading and you HAVE to be on top of everything. It is easy to forget to do assignments when you are taking class online. However  Prof. Conti made the work interesting. He is not a piece of cake  but he gives you the grade you deserve!
4.5,Professor Conti is equally impressive as an educator as he is a cool dude. He doesn't BS- BS probably isn't even in his vocabulary. Extremely down to earth but a tough grader. As long as you do literally everything he expects you too you will get at least an A-. He doesn't hand out A's easily but he is a fair grader.
2,Hybrid class  meets only 6 times in physical class. You will have an assignment due every weekend on blackboard. Somewhat of a tough grader  expects a lot from you. not a bad professor though. relates a lot of real world things/music.
5,Great teacher. Not for the faint of heart  he can be abrasively constructive in his criticism. We wrote briefly every class. As long as you put forth effort he was willing to help. Pretty funny guy and his assignments are straight forward no bull. I'm sure he hates me for my Nuclear Fission paper but TOO BAD. I hope he sees I said that too.
5,Pretty easy class  he just wanted you to put effort forth. Had him once a week  hes so awkward and funny  you just wanna hug him.
4.5,he is the best professor i have ever taken beware he is a tough grader and makes you work hard but he is easy to understand he cares for students as long as you care incorporates hip hop into his lessons sometimes which is cool we watched breaking bad in his class he teaches you everything he changed the way i think he changed my life
4,Conti was such an amazing professor because he attacks the real problems of the world and allows us to break those barriers in class. In the 2 hours I had him a weak because I took a hybrid  I learned about current events  how to write  and general knowledge I need to succeed in life. Conti was a life-changing professor.
2.5,He's literally the coach Carter of english....
4,Great teacher really cool loved his class but really not for the sensitive. He's a touch grader but I really enjoyed the class he makes it interesting
5,No Comments
5,One of the best professors I ever had. Genuinely cared about the material she taught and wanted to get you to appreciate literature more and become a better writer.
3,Lots of reading  naturally as it is a Brit Lit class. Lots of papers  but most of them don't get graded until the end of semester. Meaning you don't get feedback on your work and what you should fix (from your professor) until its all said and done with. You do get feedback from your peers  this is mandatory. Overall  its a mostly enjoyable class.
4,Great professor. He is ALWAYS willing to help no matter what. He is definitely one of the best English professors that TCC has to offer.
